source_file,generations_last,generations_mean,avg_fitness_last,avg_fitness_mean,max_fitness_last,max_fitness_mean,min_fitness_last,min_fitness_mean,std_fitness_last,std_fitness_mean,best_individual_last,best_individual_mean,best_fitness,best_individual
log_Exp1_Small_1x8_run1_20250924_154456.pkl,30,15.0,0.3059920898600873,0.2418785849109597,0.3330516381721597,0.29807201460229293,0.13387283185555945,0.1399356306588161,0.031011249934766977,0.03741861713760685,1.564922668964937,-0.0007054009672449374,0.3330516381721597,
log_Baseline_Random_run3_20250924_154200.pkl,0,0.0,0.06489828412904913,0.06489828412904913,0.2825254919003175,0.2825254919003175,0.008382676187854418,0.008382676187854418,0.05437332060630872,0.05437332060630872,,,0.2825254919003175,
log_Exp2_Wide_1x32_run2_20250924_155921.pkl,30,15.0,0.25597480178838306,0.17056875741677055,0.3012125742985515,0.2691186141161081,0.056766584094190095,0.04559687562505162,0.04878426487299789,0.06007358097554697,0.6016278211528531,-0.022901091244150868,0.30444962592625247,
log_Exp1_Small_1x8_run2_20250924_154754.pkl,30,15.0,0.32690051892538835,0.2397255387549345,0.33785186324997124,0.3090629597026797,0.297119163716452,0.06011710498921555,0.010023055389012166,0.05713296629927618,-0.2440178117628907,-0.016351163508424756,0.3407072102572251,
log_Exp2_Wide_1x32_run1_20250924_155449.pkl,30,15.0,0.2986571815676665,0.19034163777779411,0.3239147449226838,0.30106885429831953,0.09875313779323733,0.039324678813690075,0.06663349956631899,0.0701310524952084,-1.9856233661533391,0.013543499405301048,0.3401936648248605,
log_Exp2_Wide_1x32_run3_20250924_160343.pkl,30,15.0,0.35933119214892717,0.24581176316224537,0.37811028877556185,0.3270482780114334,0.323725670427931,0.0805710643301527,0.015286067880934891,0.06032211077498961,0.09340964135195018,-0.10515398007973595,0.37934040563934873,
log_Exp1_Small_1x8_run3_20250924_155050.pkl,30,15.0,0.2508778778925051,0.16829061489662495,0.2904898353250509,0.26551515028910916,0.16266185915106038,0.05174157108406973,0.039947161307439326,0.062248408170274036,-1.4024231907710991,0.15926821031094257,0.31118096088442154,
log_Baseline_Random_run1_20250924_154146.pkl,0,0.0,0.05993403300661786,0.05993403300661786,0.2185250644694136,0.2185250644694136,0.0073110250298393685,0.0073110250298393685,0.04450804467702859,0.04450804467702859,,,0.2185250644694136,
log_Baseline_Random_run2_20250924_154153.pkl,0,0.0,0.05213834317500769,0.05213834317500769,0.15997622658084945,0.15997622658084945,0.0031490145064364972,0.0031490145064364972,0.034264950067847876,0.034264950067847876,,,0.15997622658084945,
